freq,items
0.53,11;69;149;?;?;?;?;?
0.52,182;29;69;145;3;2;?;?
0.49,69;149;51;?;?;?;?;?
0.53,20;145;149;?;?;?;?;?
0.42,29;69;57;145;2;149;?;?
0.53,20;5;3;149;?;?;?;?
0.54,20;145;2;?;?;?;?;?
0.44,182;20;3;145;2;?;?;?
0.55,29;69;57;3;?;?;?;?
0.41,182;56;145;2;51;?;?;?
0.57,182;29;69;3;2;?;?;?
0.41,14;69;3;2;149;?;?;?
0.42,69;145;3;149;51;141;?;?
0.49,182;29;56;5;145;?;?;?
0.49,29;69;3;141;?;?;?;?
0.42,29;145;2;149;51;141;?;?
0.63,56;69;2;149;?;?;?;?
0.4,182;56;3;2;51;?;?;?
0.58,182;69;145;3;149;?;?;?
0.46,29;56;2;149;51;?;?;?
0.4,182;29;145;2;149;141;?;?
0.43,182;20;56;2;149;?;?;?
0.54,41;5;149;?;?;?;?;?
0.46,29;57;145;3;149;51;?;?
0.65,5;3;2;149;?;?;?;?
0.56,29;20;56;69;?;?;?;?
0.41,41;57;51;?;?;?;?;?
0.61,29;145;3;2;149;?;?;?
0.45,182;20;5;145;3;?;?;?
0.75,182;56;145;?;?;?;?;?
0.41,41;56;69;5;?;?;?;?
0.43,41;29;11;?;?;?;?;?
0.44,20;56;57;3;2;?;?;?
0.64,41;57;3;?;?;?;?;?
0.4,182;41;29;56;57;?;?;?
0.7,29;57;2;?;?;?;?;?
0.49,41;20;5;?;?;?;?;?
0.47,182;41;56;145;3;?;?;?
0.41,11;145;3;149;51;141;?;?
0.43,182;41;69;3;2;149;?;?
0.47,11;51;141;?;?;?;?;?
0.43,14;56;149;?;?;?;?;?
0.57,182;29;57;145;2;?;?;?
0.55,182;3;145;2;149;?;?;?
0.55,29;20;57;3;?;?;?;?
0.44,11;56;69;145;2;?;?;?
0.41,182;29;11;2;?;?;?;?
0.4,182;29;56;69;3;3;?;?
0.69,56;145;149;?;?;?;?;?
0.68,69;145;2;149;?;?;?;?
0.48,69;145;3;149;141;?;?;?
0.41,3;145;3;2;51;?;?;?
0.48,57;145;149;141;?;?;?;?
0.62,29;20;57;?;?;?;?;?
0.57,182;29;3;3;149;?;?;?
0.55,182;3;145;3;149;?;?;?
0.41,182;56;69;145;51;?;?;?
0.52,182;29;20;145;?;?;?;?
0.43,11;56;69;145;149;?;?;?
0.59,29;5;145;3;2;149;?;?
0.49,182;11;56;?;?;?;?;?
0.57,182;29;56;57;3;?;?;?
0.44,41;20;69;3;?;?;?;?
0.41,20;145;51;?;?;?;?;?
0.41,41;29;69;3;2;?;?;?
0.42,182;56;3;145;2;?;?;?
0.59,182;29;56;145;3;?;?;?
0.59,11;145;3;2;149;?;?;?
0.47,29;56;145;3;141;?;?;?
0.52,20;145;3;149;?;?;?;?
0.42,182;41;29;2;?;?;?;?
0.45,29;20;69;2;149;?;?;?
0.49,20;145;3;2;?;?;?;?
0.56,41;145;3;?;?;?;?;?
0.47,29;57;145;149;141;?;?;?
0.4,182;41;11;3;?;?;?;?
0.46,29;3;145;2;141;?;?;?
0.43,29;48;69;?;?;?;?;?
0.43,69;145;3;2;149;141;?;?
0.52,11;69;2;149;?;?;?;?
0.52,41;5;3;2;?;?;?;?
0.4,56;69;145;3;2;141;?;?
0.51,182;56;57;2;?;?;?;?
0.48,29;5;145;2;141;?;?;?
0.47,20;56;69;3;2;?;?;?
0.41,182;29;145;3;141;?;?;?
0.48,182;69;57;3;?;?;?;?
0.42,14;71;3;?;?;?;?;?
0.47,182;69;5;3;?;?;?;?
0.41,20;69;145;51;?;?;?;?
0.5,182;29;56;69;145;3;149;?
0.53,14;5;145;?;?;?;?;?
0.56,69;5;3;?;?;?;?;?
0.41,182;69;2;149;141;?;?;?
0.46,11;145;51;141;?;?;?;?
0.71,29;2;149;?;?;?;?;?
0.46,29;20;3;145;2;?;?;?
0.43,56;145;3;2;149;141;?;?
0.68,5;3;2;?;?;?;?;?
0.46,29;20;56;57;3;?;?;?
0.42,145;2;149;51;141;?;?;?
0.41,29;3;145;3;2;149;141;?
0.6,69;3;145;?;?;?;?;?
0.55,182;29;3;145;149;?;?;?
0.5,29;56;3;51;?;?;?;?
0.72,182;56;69;?;?;?;?;?
0.49,29;145;3;51;?;?;?;?
0.73,29;145;3;?;?;?;?;?
0.42,182;41;3;3;2;?;?;?
0.66,29;56;2;149;?;?;?;?
0.46,29;57;3;2;149;141;?;?
0.43,29;69;2;51;141;?;?;?
0.41,29;3;145;149;51;141;?;?
0.43,182;29;20;3;149;?;?;?
0.46,182;41;145;2;?;?;?;?
0.45,182;56;145;51;?;?;?;?
0.49,145;3;51;?;?;?;?;?
0.5,182;29;56;145;3;2;149;?
0.4,41;29;57;3;2;149;?;?
0.59,182;69;3;2;?;?;?;?
0.49,69;145;2;51;?;?;?;?
0.57,182;29;69;2;149;?;?;?
0.44,182;20;3;3;149;?;?;?
0.53,182;29;56;69;57;?;?;?
0.49,145;3;141;?;?;?;?;?
0.66,29;5;145;2;149;?;?;?
0.5,3;149;51;?;?;?;?;?
0.48,29;69;2;141;?;?;?;?
0.44,182;29;69;51;?;?;?;?
0.54,14;69;145;?;?;?;?;?
0.64,56;69;145;149;?;?;?;?
0.41,182;56;57;5;145;?;?;?
0.48,182;11;5;145;?;?;?;?
0.54,20;5;145;3;?;?;?;?
0.47,20;56;69;145;149;?;?;?
0.54,182;29;20;5;?;?;?;?
0.54,29;3;51;?;?;?;?;?
0.52,182;29;5;145;3;2;?;?
0.5,56;57;3;145;?;?;?;?
0.42,29;56;2;51;141;?;?;?
0.41,182;29;5;2;51;?;?;?
0.5,20;57;145;3;149;?;?;?
0.46,29;57;5;2;149;?;?;?
0.44,182;20;57;149;?;?;?;?
0.47,5;145;3;149;141;?;?;?
0.4,182;29;69;3;149;141;?;?
0.45,29;69;3;145;149;?;?;?
0.41,29;56;145;149;51;141;?;?
0.42,29;5;2;149;51;141;?;?
0.48,29;20;3;2;149;?;?;?
0.41,182;29;56;57;145;3;2;149
0.46,29;5;145;2;149;51;?;?
0.42,182;56;5;149;?;?;?;?
0.48,29;56;3;145;3;?;?;?
0.4,182;29;57;5;2;?;?;?
0.57,182;11;2;?;?;?;?;?
0.6,182;145;2;?;?;?;?;?
0.47,57;5;145;149;?;?;?;?
0.53,182;56;69;145;2;149;?;?
0.61,182;56;2;?;?;?;?;?
0.49,5;149;51;?;?;?;?;?
0.46,182;29;20;56;57;?;?;?
0.48,182;57;5;3;?;?;?;?
0.4,29;57;3;145;3;2;149;?
0.49,41;29;56;69;145;?;?;?
0.49,41;56;69;149;?;?;?;?
0.41,29;56;69;3;3;2;?;?
0.43,182;41;3;145;2;149;?;?
0.47,5;145;3;149;51;?;?;?
0.49,56;69;51;?;?;?;?;?
0.42,182;56;3;145;3;?;?;?
0.59,29;57;145;3;2;149;?;?
0.49,57;3;149;51;?;?;?;?
0.69,182;29;69;3;?;?;?;?
0.4,182;29;3;3;149;141;?;?
0.44,20;5;3;145;?;?;?;?
0.5,182;56;57;3;149;?;?;?
0.41,182;29;5;3;149;141;?;?
0.49,3;2;149;141;?;?;?;?
0.65,3;145;3;149;?;?;?;?
0.51,41;69;3;2;149;?;?;?
0.41,14;71;145;?;?;?;?;?
0.46,29;20;5;3;2;?;?;?
0.57,56;69;145;3;2;?;?;?
0.42,182;11;51;?;?;?;?;?
0.51,182;57;3;145;?;?;?;?
0.42,29;69;3;149;51;141;?;?
0.53,11;3;145;2;?;?;?;?
0.45,182;20;145;2;?;?;?;?
0.73,182;29;69;145;?;?;?;?
0.6,29;57;145;3;2;?;?;?
0.48,29;69;145;149;141;?;?;?
0.44,56;57;3;51;?;?;?;?
0.53,41;57;3;2;?;?;?;?
0.43,14;56;2;?;?;?;?;?
0.41,11;56;5;145;?;?;?;?
0.5,11;2;51;?;?;?;?;?
0.44,29;56;69;57;2;149;?;?
0.66,41;57;145;?;?;?;?;?
0.41,11;145;3;2;149;51;?;?
0.42,182;29;20;145;3;?;?;?
0.43,182;41;57;3;2;149;?;?
0.42,182;145;141;?;?;?;?;?
0.41,182;3;2;149;51;?;?;?
0.41,29;5;145;3;2;149;51;?
0.41,182;5;145;2;141;?;?;?
0.54,56;69;3;145;?;?;?;?
0.66,29;56;145;3;149;?;?;?
0.43,56;69;3;3;2;?;?;?
0.42,182;69;145;149;141;?;?;?
0.43,182;29;20;3;2;?;?;?
0.47,29;145;2;149;51;?;?;?
0.5,11;56;57;145;?;?;?;?
0.49,56;145;141;?;?;?;?;?
0.48,29;5;3;149;51;?;?;?
0.43,182;41;57;145;2;149;?;?
0.75,182;69;145;?;?;?;?;?
0.47,29;56;145;141;?;?;?;?
0.55,29;56;5;3;?;?;?;?
0.7,29;57;145;3;?;?;?;?
0.7,29;56;145;3;?;?;?;?
0.43,57;2;51;141;?;?;?;?
0.42,182;2;141;?;?;?;?;?
0.59,182;5;149;?;?;?;?;?
0.56,20;3;149;?;?;?;?;?
0.49,56;3;3;2;?;?;?;?
0.59,182;20;69;?;?;?;?;?
0.53,182;57;5;?;?;?;?;?
0.4,5;3;145;3;2;?;?;?
0.51,14;69;3;?;?;?;?;?
0.71,182;56;3;?;?;?;?;?
0.45,56;69;3;141;?;?;?;?
0.54,56;3;3;149;?;?;?;?
0.4,182;57;3;145;2;?;?;?
0.4,182;57;5;2;149;?;?;?
0.41,57;3;2;149;51;141;?;?
0.44,145;3;2;51;?;?;?;?
0.42,29;3;69;?;?;?;?;?
0.59,182;56;3;2;?;?;?;?
0.43,182;41;5;3;2;149;?;?
0.43,69;57;145;3;149;?;?;?
0.46,29;69;145;51;141;?;?;?
0.42,29;57;149;51;141;?;?;?
0.64,41;69;3;?;?;?;?;?
0.48,145;3;149;141;?;?;?;?
0.43,182;29;56;3;3;149;?;?
0.43,56;57;3;3;149;?;?;?
0.42,29;69;145;149;51;141;?;?
0.44,182;41;56;145;2;149;?;?
0.46,182;41;29;69;?;?;?;?
0.72,29;69;145;3;?;?;?;?
0.56,56;69;57;3;?;?;?;?
0.48,29;57;2;149;141;?;?;?
0.43,41;29;5;145;3;?;?;?
0.4,182;57;5;3;149;?;?;?
0.56,29;57;5;3;?;?;?;?
0.44,14;57;2;?;?;?;?;?
0.68,29;5;2;149;?;?;?;?
0.42,69;145;2;149;51;141;?;?
0.42,29;56;69;57;145;149;?;?
0.47,20;3;145;3;2;?;?;?
0.44,11;57;5;?;?;?;?;?
0.41,29;3;145;3;51;141;?;?
0.43,29;2;149;51;141;?;?;?
0.41,182;29;20;69;57;?;?;?
0.54,41;69;145;2;?;?;?;?
0.41,182;69;145;2;149;141;?;?
0.48,29;56;5;145;3;?;?;?
0.44,20;56;57;149;?;?;?;?
0.5,20;57;145;2;149;?;?;?
0.42,41;29;57;3;149;?;?;?
0.49,56;5;145;2;?;?;?;?
0.67,5;145;2;149;?;?;?;?
0.49,29;56;69;3;3;?;?;?
0.44,41;20;56;3;?;?;?;?
0.42,29;57;2;149;51;141;?;?
0.6,57;5;145;?;?;?;?;?
0.47,29;5;2;149;51;?;?;?
0.41,182;69;3;149;51;?;?;?
0.47,182;29;56;69;57;145;?;?
0.46,29;3;145;3;149;141;?;?
0.44,29;2;2;?;?;?;?;?
0.46,182;11;145;3;2;149;?;?
0.44,182;56;57;5;?;?;?;?
0.44,29;69;3;145;3;149;?;?
0.48,69;3;2;51;?;?;?;?
0.42,182;41;29;5;3;?;?;?
0.74,182;29;145;?;?;?;?;?
0.41,182;57;145;141;?;?;?;?
0.49,182;56;69;145;3;2;?;?
0.43,145;3;2;149;141;?;?;?
0.46,57;145;51;141;?;?;?;?
0.47,182;56;69;5;?;?;?;?
0.52,41;29;57;145;?;?;?;?
0.41,182;29;69;145;141;?;?;?
0.51,56;69;3;3;?;?;?;?
0.53,11;69;3;149;?;?;?;?
0.41,182;29;69;145;2;141;?;?
0.5,11;3;141;?;?;?;?;?
0.42,29;57;145;3;2;51;?;?
0.45,29;20;56;149;?;?;?;?
0.46,29;20;5;145;2;?;?;?
0.46,29;20;69;57;?;?;?;?
0.4,29;69;5;145;3;2;?;?
0.4,182;29;20;56;2;?;?;?
0.49,56;149;141;?;?;?;?;?
0.44,29;20;56;2;149;?;?;?
0.43,29;69;145;2;51;141;?;?
0.43,56;3;149;51;141;?;?;?
0.42,41;29;56;145;2;?;?;?
0.57,11;3;3;149;?;?;?;?
0.41,29;57;145;2;51;141;?;?
0.47,29;3;51;141;?;?;?;?
0.48,11;145;2;51;?;?;?;?
0.53,41;57;2;149;?;?;?;?
0.47,41;56;5;?;?;?;?;?
0.41,182;5;3;149;141;?;?;?
0.6,182;56;57;3;?;?;?;?
0.48,57;3;2;51;?;?;?;?
0.53,20;69;149;?;?;?;?;?
0.42,29;56;149;51;141;?;?;?
0.44,29;69;145;3;2;141;?;?
0.57,182;56;3;2;149;?;?;?
0.42,182;56;3;149;141;?;?;?
0.43,182;20;56;3;2;?;?;?
0.58,29;3;145;3;2;149;?;?
0.4,182;20;3;3;2;149;?;?
0.44,29;69;57;3;2;149;?;?
0.49,182;29;57;5;145;?;?;?
0.61,69;145;3;2;149;?;?;?
0.45,29;56;5;145;3;149;?;?
0.46,57;5;145;2;149;?;?;?
0.53,29;20;2;?;?;?;?;?
0.65,29;5;3;2;149;?;?;?
0.58,29;69;3;145;?;?;?;?
0.48,29;145;2;149;141;?;?;?
0.47,29;20;145;2;?;?;?;?
0.44,29;20;56;145;2;149;?;?
0.41,11;69;3;3;?;?;?;?
0.51,182;11;145;3;149;?;?;?
0.54,20;56;145;3;?;?;?;?
0.41,41;29;56;2;149;?;?;?
0.57,182;41;56;145;?;?;?;?
0.43,29;56;69;145;2;141;?;?
0.49,29;5;141;?;?;?;?;?
0.42,14;69;145;3;149;?;?;?
0.59,29;56;5;145;?;?;?;?
0.4,182;29;5;145;149;141;?;?
0.48,5;2;149;141;?;?;?;?
0.44,14;3;149;?;?;?;?;?
0.46,29;5;3;2;149;141;?;?
0.46,11;56;145;2;149;?;?;?
0.41,3;145;3;2;149;141;?;?
0.46,29;3;145;2;51;?;?;?
0.52,29;57;3;3;149;?;?;?
0.49,29;5;149;141;?;?;?;?
0.49,182;11;3;145;?;?;?;?
0.4,14;3;145;3;149;?;?;?
0.61,57;145;3;2;?;?;?;?
0.52,11;69;145;149;?;?;?;?
0.62,29;69;145;3;2;?;?;?
0.55,182;29;20;3;?;?;?;?
0.45,29;56;145;51;141;?;?;?
0.51,182;20;2;?;?;?;?;?
0.44,41;69;57;3;?;?;?;?
0.46,29;56;3;2;141;?;?;?
0.43,29;3;2;149;51;141;?;?
0.6,182;69;145;2;?;?;?;?
0.41,20;56;5;3;?;?;?;?
0.44,29;56;57;3;3;?;?;?
0.48,145;2;149;141;?;?;?;?
0.5,182;3;145;3;2;149;?;?
0.55,29;56;69;57;145;?;?;?
0.47,11;145;2;149;141;?;?;?
0.41,11;3;145;51;?;?;?;?
0.55,41;56;57;145;?;?;?;?
0.51,182;3;145;3;2;?;?;?
0.42,182;11;3;3;149;?;?;?
0.48,29;57;5;145;3;?;?;?
0.55,20;69;145;3;?;?;?;?
0.41,20;69;51;?;?;?;?;?
0.52,56;3;51;?;?;?;?;?
0.46,29;20;145;3;149;?;?;?
0.58,29;56;57;2;?;?;?;?
0.49,29;20;2;149;?;?;?;?
0.42,182;29;56;3;51;?;?;?
0.56,41;3;3;?;?;?;?;?
0.54,29;56;57;145;149;?;?;?
0.4,182;29;20;5;145;2;?;?
0.51,29;57;3;51;?;?;?;?
0.49,57;149;51;?;?;?;?;?
0.41,41;29;56;3;2;?;?;?
0.45,182;29;56;57;145;3;149;?
0.57,182;29;5;145;149;?;?;?
0.53,41;69;3;2;?;?;?;?
0.45,182;41;56;3;149;?;?;?
0.42,41;29;69;3;149;?;?;?
0.49,182;56;5;3;?;?;?;?
0.48,69;2;149;141;?;?;?;?
0.62,56;69;145;2;149;?;?;?
0.42,56;57;2;141;?;?;?;?
0.41,182;29;20;5;149;?;?;?
0.48,29;3;3;149;141;?;?;?
0.41,182;29;145;2;141;?;?;?
0.45,182;29;5;51;?;?;?;?
0.41,182;29;5;2;141;?;?;?
0.4,182;5;145;2;51;?;?;?
0.49,3;3;149;141;?;?;?;?
0.61,145;3;2;149;?;?;?;?
0.49,41;20;57;?;?;?;?;?
0.49,69;3;141;?;?;?;?;?
0.53,11;56;69;3;?;?;?;?
0.47,5;3;2;141;?;?;?;?
0.48,41;29;56;57;?;?;?;?
0.47,29;56;145;3;51;?;?;?
0.51,20;5;145;2;149;?;?;?
0.42,56;69;3;3;2;149;?;?
0.58,3;145;3;2;149;?;?;?
0.61,29;56;69;149;?;?;?;?
0.42,11;145;149;51;141;?;?;?
0.41,182;3;3;149;141;?;?;?
0.81,56;69;145;?;?;?;?;?
0.44,29;69;5;145;149;?;?;?
0.63,145;3;2;?;?;?;?;?
0.42,29;3;3;2;149;51;?;?
0.48,29;5;149;51;?;?;?;?
0.47,182;20;149;?;?;?;?;?
0.57,182;29;145;3;149;?;?;?
0.54,182;69;145;3;2;?;?;?
0.41,14;14;145;?;?;?;?;?
0.42,182;69;141;?;?;?;?;?
0.53,29;145;51;?;?;?;?;?
0.54,182;29;56;3;2;149;?;?
0.43,56;69;57;145;2;149;?;?
0.46,57;3;51;141;?;?;?;?
0.44,29;56;69;141;?;?;?;?
0.44,56;2;51;141;?;?;?;?
0.43,14;69;149;?;?;?;?;?
0.48,29;5;145;3;51;?;?;?
0.42,56;69;3;145;149;?;?;?
0.44,29;145;3;51;141;?;?;?
0.51,41;29;3;145;?;?;?;?
0.69,69;3;2;?;?;?;?;?
0.6,29;56;69;145;3;149;?;?
0.42,5;145;2;51;141;?;?;?
0.45,69;5;145;149;?;?;?;?
0.43,182;29;69;3;51;?;?;?
0.41,11;56;57;3;2;?;?;?
0.67,41;5;145;?;?;?;?;?
0.58,182;56;2;149;?;?;?;?
0.46,29;69;3;145;2;?;?;?
0.5,182;69;3;145;?;?;?;?
0.49,29;5;2;141;?;?;?;?
0.42,29;20;5;145;3;2;?;?
0.41,182;41;56;69;3;149;?;?
0.55,20;2;149;?;?;?;?;?
0.46,29;11;2;149;?;?;?;?
0.5,20;5;3;2;149;?;?;?
0.45,182;29;3;51;?;?;?;?
0.46,69;57;145;3;?;?;?;?
0.47,29;69;2;149;51;?;?;?
0.43,5;3;145;2;149;?;?;?
0.48,57;5;2;149;?;?;?;?
0.51,56;57;145;3;2;?;?;?
0.4,14;71;69;145;?;?;?;?
0.53,182;29;56;69;2;?;?;?
0.44,69;57;145;2;?;?;?;?
0.69,29;5;145;2;?;?;?;?
0.44,182;20;5;2;149;?;?;?
0.72,5;145;3;?;?;?;?;?
0.54,29;56;69;57;3;?;?;?
0.4,182;29;5;145;2;141;?;?
0.53,41;57;149;?;?;?;?;?
0.4,20;56;51;?;?;?;?;?
0.55,182;29;56;145;3;149;?;?
0.49,29;69;141;?;?;?;?;?
0.44,41;29;145;3;?;?;?;?
0.52,41;57;145;2;?;?;?;?
0.45,29;57;5;145;2;149;?;?
0.59,182;3;2;149;?;?;?;?
0.43,41;29;56;57;145;?;?;?
0.53,29;56;57;145;2;149;?;?
0.41,182;29;149;51;?;?;?;?
0.42,69;145;3;2;149;51;?;?
0.63,29;56;69;57;?;?;?;?
0.43,41;29;20;?;?;?;?;?
0.83,29;69;3;?;?;?;?;?
0.42,182;3;3;141;?;?;?;?
0.73,182;5;145;?;?;?;?;?
0.49,56;3;141;?;?;?;?;?
0.41,182;145;3;149;51;?;?;?
0.48,5;145;2;141;?;?;?;?
0.51,182;29;20;5;145;?;?;?
0.42,182;29;69;3;3;149;?;?
0.41,41;29;3;145;2;?;?;?
0.4,182;51;141;?;?;?;?;?
0.5,29;5;3;3;149;?;?;?
0.4,182;29;20;3;3;149;?;?
0.69,57;145;2;?;?;?;?;?
0.43,11;3;149;51;141;?;?;?
0.42,182;41;29;56;3;?;?;?
0.47,57;145;3;149;51;?;?;?
0.52,182;20;56;3;?;?;?;?
0.43,41;29;3;149;?;?;?;?
0.54,41;3;2;149;?;?;?;?
0.41,182;3;3;149;51;?;?;?
0.58,182;145;2;149;?;?;?;?
0.45,14;3;2;?;?;?;?;?
0.4,29;11;145;3;2;?;?;?
0.48,182;29;69;57;145;?;?;?
0.48,29;57;3;3;2;?;?;?
0.46,56;3;51;141;?;?;?;?
0.48,41;56;69;2;149;?;?;?
0.47,182;69;3;3;?;?;?;?
0.44,29;20;5;3;2;149;?;?
0.41,182;57;145;3;51;?;?;?
0.42,14;69;3;2;?;?;?;?
0.47,20;56;69;3;149;?;?;?
0.43,182;41;3;145;3;149;?;?
0.55,29;69;3;3;?;?;?;?
0.57,29;69;5;145;?;?;?;?
0.53,20;57;149;?;?;?;?;?
0.47,29;57;2;149;51;?;?;?
0.48,56;145;2;149;141;?;?;?
0.74,29;56;69;3;?;?;?;?
0.69,69;2;149;?;?;?;?;?
0.45,41;56;57;145;3;?;?;?
0.44,56;69;5;2;?;?;?;?
0.46,41;5;145;3;2;149;?;?
0.47,69;57;3;149;?;?;?;?
0.58,182;69;2;149;?;?;?;?
0.6,57;145;3;2;149;?;?;?
0.44,29;69;3;145;2;149;?;?
0.51,20;56;145;149;?;?;?;?
0.42,182;69;149;141;?;?;?;?
0.45,56;69;3;149;141;?;?;?
0.4,29;56;69;3;145;2;?;?
0.45,56;69;141;?;?;?;?;?
0.53,20;56;2;?;?;?;?;?
0.5,29;3;149;141;?;?;?;?
0.43,182;20;69;145;3;149;?;?
0.42,3;3;149;51;141;?;?;?
0.68,29;145;3;149;?;?;?;?
0.46,182;29;56;57;145;2;?;?
0.56,56;57;145;3;149;?;?;?
0.68,182;29;2;?;?;?;?;?
0.42,29;56;69;3;2;141;?;?
0.44,29;20;57;3;2;149;?;?
0.44,182;20;69;3;149;?;?;?
0.57,5;3;145;?;?;?;?;?
0.69,29;145;149;?;?;?;?;?
0.59,69;5;145;?;?;?;?;?
0.48,29;69;3;149;51;?;?;?
0.43,57;149;51;141;?;?;?;?
0.45,29;20;5;145;2;149;?;?
0.65,29;3;145;2;149;?;?;?
0.43,182;20;5;145;3;149;?;?
0.45,182;29;5;3;3;?;?;?
0.49,11;3;2;141;?;?;?;?
0.5,29;3;141;?;?;?;?;?
0.42,41;29;56;57;3;?;?;?
0.41,182;69;145;3;149;141;?;?
0.46,29;20;56;2;?;?;?;?
0.42,14;14;69;?;?;?;?;?
0.45,29;56;3;2;149;51;?;?
0.47,29;20;57;2;?;?;?;?
0.52,41;56;145;3;149;?;?;?
0.47,69;5;3;149;?;?;?;?
0.4,41;5;145;51;?;?;?;?
0.49,69;145;141;?;?;?;?;?
0.45,29;5;3;2;149;51;?;?
0.47,11;56;3;2;149;?;?;?
0.41,182;29;3;2;51;?;?;?
0.44,29;145;3;2;141;?;?;?
0.4,29;48;69;145;?;?;?;?
0.46,56;3;2;149;51;?;?;?
0.47,69;3;145;2;?;?;?;?
0.57,182;57;3;2;149;?;?;?
0.48,56;2;149;51;?;?;?;?
0.56,41;29;56;?;?;?;?;?
0.51,182;29;56;69;3;2;?;?
0.52,11;145;51;?;?;?;?;?
0.6,29;56;69;145;2;149;?;?
0.47,5;145;2;149;141;?;?;?
0.44,182;20;56;57;3;?;?;?
0.46,29;3;145;2;149;141;?;?
0.42,182;29;3;149;141;?;?;?
0.54,20;56;57;145;?;?;?;?
0.58,182;145;3;149;?;?;?;?
0.43,29;48;57;?;?;?;?;?
0.42,3;3;2;149;51;?;?;?
0.41,20;5;51;?;?;?;?;?
0.49,69;145;2;141;?;?;?;?
0.48,182;56;69;145;3;2;149;?
0.66,20;56;145;?;?;?;?;?
0.54,11;5;145;3;?;?;?;?
0.69,29;5;149;?;?;?;?;?
0.42,29;56;145;3;2;149;141;?
0.45,29;57;3;145;2;149;?;?
0.41,182;29;69;145;3;51;?;?
0.57,182;57;145;149;?;?;?;?
0.42,11;57;145;3;2;149;?;?
0.43,29;69;5;145;2;149;?;?
0.53,41;5;145;2;?;?;?;?
0.51,29;56;3;3;149;?;?;?
0.4,182;29;5;145;3;141;?;?
0.41,29;5;145;3;149;51;141;?
0.46,182;29;57;5;3;?;?;?
0.41,29;69;3;2;51;141;?;?
0.45,29;20;3;145;149;?;?;?
0.5,41;29;57;3;?;?;?;?
0.61,182;29;145;3;?;?;?;?
0.4,182;56;145;2;149;51;?;?
0.44,29;69;5;3;2;?;?;?
0.43,29;145;149;51;141;?;?;?
0.42,182;20;3;145;2;149;?;?
0.45,182;20;5;2;?;?;?;?
0.58,182;20;56;?;?;?;?;?
0.42,29;57;145;3;2;141;?;?
0.52,182;56;69;3;2;149;?;?
0.5,29;149;141;?;?;?;?;?
0.48,5;145;3;51;?;?;?;?
0.6,182;56;145;2;?;?;?;?
0.48,182;29;69;3;145;?;?;?
0.46,56;57;51;?;?;?;?;?
0.45,20;69;5;?;?;?;?;?
0.41,182;41;3;3;2;149;?;?
0.59,182;41;5;?;?;?;?;?
0.47,20;69;145;3;2;149;?;?
0.47,3;145;2;141;?;?;?;?
0.52,182;29;57;5;?;?;?;?
0.45,182;41;5;149;?;?;?;?
0.43,2;149;51;141;?;?;?;?
0.43,182;29;20;56;69;3;?;?
0.49,11;3;2;51;?;?;?;?
0.44,182;20;69;3;2;?;?;?
0.67,20;69;145;?;?;?;?;?
0.48,69;3;2;141;?;?;?;?
0.43,14;5;3;149;?;?;?;?
0.4,29;57;3;2;149;51;141;?
0.41,182;56;145;3;149;141;?;?
0.41,182;2;149;51;?;?;?;?
0.58,182;29;56;57;145;?;?;?
0.41,182;29;69;3;141;?;?;?
0.49,29;57;3;141;?;?;?;?
0.58,182;29;56;2;?;?;?;?
0.42,57;3;2;51;141;?;?;?
0.44,29;3;145;51;141;?;?;?
0.57,182;29;3;145;3;?;?;?
0.56,69;57;3;?;?;?;?;?
0.48,29;2;3;?;?;?;?;?
0.41,14;57;145;3;149;?;?;?
0.42,29;3;145;3;2;141;?;?
0.44,29;3;2;51;141;?;?;?
0.42,182;20;69;3;2;149;?;?
